workerid,trial_type,justification,number,item,slide_number,context,response,language,enjoyment,gender,age,comments,assess,selfreport,education,OS,screenH,screenW,Browser,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.catch_trials,Answer.condition,Answer.justification,Answer.time_in_minutes
0,one_slider_practice,The smurf DID buy two cars (silver and yellow),NA,NA,NA,NA,1,English,1,Male,29,,Yes,English sentences,2,Windows,1080,1920,Chrome,351S7I5UG9RV9MT79R98EV4LZ9YJNW,34Z8PDG355E3Y8ARLI7C8DKXS7LE59,Sentences of English,"In this task you will be reading short stories. At the end of each story, a puppet will make a statement and your goal is to say whether the puppet is right or wrong.",language research UCI fun cognitive science university,$0.80,Mon Jul 09 13:44:14 PDT 2018,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Wed Aug 08 13:44:14 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=351S7I5UG9RV9MT79R98EV4LZ9YJNW,3HHRAGRYX91R8FE3FWNAT9MBP5WO9N,0,Approved,Tue Jul 10 06:30:30 PDT 2018,Mon Jul 09 13:44:35 PDT 2018,Mon Jul 09 13:50:30 PDT 2018,Tue Jul 10 06:30:46 PDT 2018,,,,,[],"""twowith""",undefined,5.575183333333333
0,one_slider_practice,Only two jumped on table.,NA,NA,NA,NA,0,English,1,Male,29,,Yes,English sentences,2,Windows,1080,1920,Chrome,351S7I5UG9RV9MT79R98EV4LZ9YJNW,34Z8PDG355E3Y8ARLI7C8DKXS7LE59,Sentences of English,"In this task you will be reading short stories. At the end of each story, a puppet will make a statement and your goal is to say whether the puppet is right or wrong.",language research UCI fun cognitive science university,$0.80,Mon Jul 09 13:44:14 PDT 2018,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Wed Aug 08 13:44:14 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=351S7I5UG9RV9MT79R98EV4LZ9YJNW,3HHRAGRYX91R8FE3FWNAT9MBP5WO9N,0,Approved,Tue Jul 10 06:30:30 PDT 2018,Mon Jul 09 13:44:35 PDT 2018,Mon Jul 09 13:50:30 PDT 2018,Tue Jul 10 06:30:46 PDT 2018,,,,,[],"""twowith""",undefined,5.575183333333333
0,one_slider,Second frog thought it was too big to jump over.,two,frog,6,with,1,English,1,Male,29,,Yes,English sentences,2,Windows,1080,1920,Chrome,351S7I5UG9RV9MT79R98EV4LZ9YJNW,34Z8PDG355E3Y8ARLI7C8DKXS7LE59,Sentences of English,"In this task you will be reading short stories. At the end of each story, a puppet will make a statement and your goal is to say whether the puppet is right or wrong.",language research UCI fun cognitive science university,$0.80,Mon Jul 09 13:44:14 PDT 2018,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Wed Aug 08 13:44:14 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=351S7I5UG9RV9MT79R98EV4LZ9YJNW,3HHRAGRYX91R8FE3FWNAT9MBP5WO9N,0,Approved,Tue Jul 10 06:30:30 PDT 2018,Mon Jul 09 13:44:35 PDT 2018,Mon Jul 09 13:50:30 PDT 2018,Tue Jul 10 06:30:46 PDT 2018,,,,,[],"""twowith""",undefined,5.575183333333333
0,one_slider,Only two thirsty hippos.,four,control1,7,without,1,English,1,Male,29,,Yes,English sentences,2,Windows,1080,1920,Chrome,351S7I5UG9RV9MT79R98EV4LZ9YJNW,34Z8PDG355E3Y8ARLI7C8DKXS7LE59,Sentences of English,"In this task you will be reading short stories. At the end of each story, a puppet will make a statement and your goal is to say whether the puppet is right or wrong.",language research UCI fun cognitive science university,$0.80,Mon Jul 09 13:44:14 PDT 2018,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Wed Aug 08 13:44:14 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=351S7I5UG9RV9MT79R98EV4LZ9YJNW,3HHRAGRYX91R8FE3FWNAT9MBP5WO9N,0,Approved,Tue Jul 10 06:30:30 PDT 2018,Mon Jul 09 13:44:35 PDT 2018,Mon Jul 09 13:50:30 PDT 2018,Tue Jul 10 06:30:46 PDT 2018,,,,,[],"""twowith""",undefined,5.575183333333333
0,one_slider,"Two didn&quotechart go, one did.",two,butterflies,8,without,1,English,1,Male,29,,Yes,English sentences,2,Windows,1080,1920,Chrome,351S7I5UG9RV9MT79R98EV4LZ9YJNW,34Z8PDG355E3Y8ARLI7C8DKXS7LE59,Sentences of English,"In this task you will be reading short stories. At the end of each story, a puppet will make a statement and your goal is to say whether the puppet is right or wrong.",language research UCI fun cognitive science university,$0.80,Mon Jul 09 13:44:14 PDT 2018,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Wed Aug 08 13:44:14 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=351S7I5UG9RV9MT79R98EV4LZ9YJNW,3HHRAGRYX91R8FE3FWNAT9MBP5WO9N,0,Approved,Tue Jul 10 06:30:30 PDT 2018,Mon Jul 09 13:44:35 PDT 2018,Mon Jul 09 13:50:30 PDT 2018,Tue Jul 10 06:30:46 PDT 2018,,,,,[],"""twowith""",undefined,5.575183333333333
0,one_slider,Second dog decided not to.,two,control2,9,without,1,English,1,Male,29,,Yes,English sentences,2,Windows,1080,1920,Chrome,351S7I5UG9RV9MT79R98EV4LZ9YJNW,34Z8PDG355E3Y8ARLI7C8DKXS7LE59,Sentences of English,"In this task you will be reading short stories. At the end of each story, a puppet will make a statement and your goal is to say whether the puppet is right or wrong.",language research UCI fun cognitive science university,$0.80,Mon Jul 09 13:44:14 PDT 2018,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Wed Aug 08 13:44:14 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=351S7I5UG9RV9MT79R98EV4LZ9YJNW,3HHRAGRYX91R8FE3FWNAT9MBP5WO9N,0,Approved,Tue Jul 10 06:30:30 PDT 2018,Mon Jul 09 13:44:35 PDT 2018,Mon Jul 09 13:50:30 PDT 2018,Tue Jul 10 06:30:46 PDT 2018,,,,,[],"""twowith""",undefined,5.575183333333333
0,one_slider,Only one bought a cookie,two,lions,10,with,1,English,1,Male,29,,Yes,English sentences,2,Windows,1080,1920,Chrome,351S7I5UG9RV9MT79R98EV4LZ9YJNW,34Z8PDG355E3Y8ARLI7C8DKXS7LE59,Sentences of English,"In this task you will be reading short stories. At the end of each story, a puppet will make a statement and your goal is to say whether the puppet is right or wrong.",language research UCI fun cognitive science university,$0.80,Mon Jul 09 13:44:14 PDT 2018,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Wed Aug 08 13:44:14 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=351S7I5UG9RV9MT79R98EV4LZ9YJNW,3HHRAGRYX91R8FE3FWNAT9MBP5WO9N,0,Approved,Tue Jul 10 06:30:30 PDT 2018,Mon Jul 09 13:44:35 PDT 2018,Mon Jul 09 13:50:30 PDT 2018,Tue Jul 10 06:30:46 PDT 2018,,,,,[],"""twowith""",undefined,5.575183333333333
0,one_slider,Only two jumped.,two,control3,11,without,0,English,1,Male,29,,Yes,English sentences,2,Windows,1080,1920,Chrome,351S7I5UG9RV9MT79R98EV4LZ9YJNW,34Z8PDG355E3Y8ARLI7C8DKXS7LE59,Sentences of English,"In this task you will be reading short stories. At the end of each story, a puppet will make a statement and your goal is to say whether the puppet is right or wrong.",language research UCI fun cognitive science university,$0.80,Mon Jul 09 13:44:14 PDT 2018,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Wed Aug 08 13:44:14 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=351S7I5UG9RV9MT79R98EV4LZ9YJNW,3HHRAGRYX91R8FE3FWNAT9MBP5WO9N,0,Approved,Tue Jul 10 06:30:30 PDT 2018,Mon Jul 09 13:44:35 PDT 2018,Mon Jul 09 13:50:30 PDT 2018,Tue Jul 10 06:30:46 PDT 2018,,,,,[],"""twowith""",undefined,5.575183333333333
0,one_slider,"Only one ate bugs, other one was full.",two,dinosaurs,12,with,1,English,1,Male,29,,Yes,English sentences,2,Windows,1080,1920,Chrome,351S7I5UG9RV9MT79R98EV4LZ9YJNW,34Z8PDG355E3Y8ARLI7C8DKXS7LE59,Sentences of English,"In this task you will be reading short stories. At the end of each story, a puppet will make a statement and your goal is to say whether the puppet is right or wrong.",language research UCI fun cognitive science university,$0.80,Mon Jul 09 13:44:14 PDT 2018,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Wed Aug 08 13:44:14 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=351S7I5UG9RV9MT79R98EV4LZ9YJNW,3HHRAGRYX91R8FE3FWNAT9MBP5WO9N,0,Approved,Tue Jul 10 06:30:30 PDT 2018,Mon Jul 09 13:44:35 PDT 2018,Mon Jul 09 13:50:30 PDT 2018,Tue Jul 10 06:30:46 PDT 2018,,,,,[],"""twowith""",undefined,5.575183333333333
1,one_slider_practice,Two cars were purchased in the scenario,NA,NA,NA,NA,1,English,1,Male,35,"No further relevant comment, at this tim",Yes,I suppose it tested respondent&quotechars interpretation of semantic content,2,Windows,1080,1920,Chrome,351S7I5UG9RV9MT79R98EV4LZ9YJNW,34Z8PDG355E3Y8ARLI7C8DKXS7LE59,Sentences of English,"In this task you will be reading short stories. At the end of each story, a puppet will make a statement and your goal is to say whether the puppet is right or wrong.",language research UCI fun cognitive science university,$0.80,Mon Jul 09 13:44:14 PDT 2018,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Wed Aug 08 13:44:14 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=351S7I5UG9RV9MT79R98EV4LZ9YJNW,3NAPMVF0ZXB9NP15D1RT80S2TAD27K,1,Approved,Tue Jul 10 06:33:14 PDT 2018,Mon Jul 09 13:47:55 PDT 2018,Mon Jul 09 13:53:14 PDT 2018,Tue Jul 10 06:33:46 PDT 2018,,,,,[],"""twowith""",undefined,4.4605
