workerid,trial_type,number,item,slide_number,context,response,language,enjoyment,gender,age,comments,assess,selfreport,education,OS,screenH,screenW,Browser,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.catch_trials,Answer.condition,Answer.time_in_minutes
0,one_slider_practice,NA,NA,NA,NA,1,English,1,Male,26,,Yes,I have no idea.,1,Linux,1080,1920,Firefox,3IHWR4LC7D8EB4MXL7ZPKXZQXYK8IT,33SOUKKDKYWDGQ0PF0VSTCSNWXR1XN,Sentences of English,"In this task you will be reading short stories. At the end of each story, a puppet will make a statement and your goal is to say whether the puppet is right or wrong.",language research UCI fun cognitive science university,$0.75,Fri Jul 06 09:12:50 PDT 2018,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sun Aug 05 09:12:50 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3IHWR4LC7D8EB4MXL7ZPKXZQXYK8IT,3WYGZ5XF3XBQN3PNQAV83NASXKKSKJ,0,Approved,Sat Jul 07 01:58:11 PDT 2018,Fri Jul 06 09:12:58 PDT 2018,Fri Jul 06 09:18:11 PDT 2018,Sat Jul 07 01:58:46 PDT 2018,,,,,[],"""twowithout""",3.6656833333333334
0,one_slider_practice,NA,NA,NA,NA,0,English,1,Male,26,,Yes,I have no idea.,1,Linux,1080,1920,Firefox,3IHWR4LC7D8EB4MXL7ZPKXZQXYK8IT,33SOUKKDKYWDGQ0PF0VSTCSNWXR1XN,Sentences of English,"In this task you will be reading short stories. At the end of each story, a puppet will make a statement and your goal is to say whether the puppet is right or wrong.",language research UCI fun cognitive science university,$0.75,Fri Jul 06 09:12:50 PDT 2018,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sun Aug 05 09:12:50 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3IHWR4LC7D8EB4MXL7ZPKXZQXYK8IT,3WYGZ5XF3XBQN3PNQAV83NASXKKSKJ,0,Approved,Sat Jul 07 01:58:11 PDT 2018,Fri Jul 06 09:12:58 PDT 2018,Fri Jul 06 09:18:11 PDT 2018,Sat Jul 07 01:58:46 PDT 2018,,,,,[],"""twowithout""",3.6656833333333334
0,one_slider,four,frog,6,with,1,English,1,Male,26,,Yes,I have no idea.,1,Linux,1080,1920,Firefox,3IHWR4LC7D8EB4MXL7ZPKXZQXYK8IT,33SOUKKDKYWDGQ0PF0VSTCSNWXR1XN,Sentences of English,"In this task you will be reading short stories. At the end of each story, a puppet will make a statement and your goal is to say whether the puppet is right or wrong.",language research UCI fun cognitive science university,$0.75,Fri Jul 06 09:12:50 PDT 2018,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sun Aug 05 09:12:50 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3IHWR4LC7D8EB4MXL7ZPKXZQXYK8IT,3WYGZ5XF3XBQN3PNQAV83NASXKKSKJ,0,Approved,Sat Jul 07 01:58:11 PDT 2018,Fri Jul 06 09:12:58 PDT 2018,Fri Jul 06 09:18:11 PDT 2018,Sat Jul 07 01:58:46 PDT 2018,,,,,[],"""twowithout""",3.6656833333333334
0,one_slider,four,control1,7,without,0,English,1,Male,26,,Yes,I have no idea.,1,Linux,1080,1920,Firefox,3IHWR4LC7D8EB4MXL7ZPKXZQXYK8IT,33SOUKKDKYWDGQ0PF0VSTCSNWXR1XN,Sentences of English,"In this task you will be reading short stories. At the end of each story, a puppet will make a statement and your goal is to say whether the puppet is right or wrong.",language research UCI fun cognitive science university,$0.75,Fri Jul 06 09:12:50 PDT 2018,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sun Aug 05 09:12:50 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3IHWR4LC7D8EB4MXL7ZPKXZQXYK8IT,3WYGZ5XF3XBQN3PNQAV83NASXKKSKJ,0,Approved,Sat Jul 07 01:58:11 PDT 2018,Fri Jul 06 09:12:58 PDT 2018,Fri Jul 06 09:18:11 PDT 2018,Sat Jul 07 01:58:46 PDT 2018,,,,,[],"""twowithout""",3.6656833333333334
0,one_slider,four,butterflies,8,without,1,English,1,Male,26,,Yes,I have no idea.,1,Linux,1080,1920,Firefox,3IHWR4LC7D8EB4MXL7ZPKXZQXYK8IT,33SOUKKDKYWDGQ0PF0VSTCSNWXR1XN,Sentences of English,"In this task you will be reading short stories. At the end of each story, a puppet will make a statement and your goal is to say whether the puppet is right or wrong.",language research UCI fun cognitive science university,$0.75,Fri Jul 06 09:12:50 PDT 2018,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sun Aug 05 09:12:50 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3IHWR4LC7D8EB4MXL7ZPKXZQXYK8IT,3WYGZ5XF3XBQN3PNQAV83NASXKKSKJ,0,Approved,Sat Jul 07 01:58:11 PDT 2018,Fri Jul 06 09:12:58 PDT 2018,Fri Jul 06 09:18:11 PDT 2018,Sat Jul 07 01:58:46 PDT 2018,,,,,[],"""twowithout""",3.6656833333333334
0,one_slider,four,control2,9,with,1,English,1,Male,26,,Yes,I have no idea.,1,Linux,1080,1920,Firefox,3IHWR4LC7D8EB4MXL7ZPKXZQXYK8IT,33SOUKKDKYWDGQ0PF0VSTCSNWXR1XN,Sentences of English,"In this task you will be reading short stories. At the end of each story, a puppet will make a statement and your goal is to say whether the puppet is right or wrong.",language research UCI fun cognitive science university,$0.75,Fri Jul 06 09:12:50 PDT 2018,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sun Aug 05 09:12:50 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3IHWR4LC7D8EB4MXL7ZPKXZQXYK8IT,3WYGZ5XF3XBQN3PNQAV83NASXKKSKJ,0,Approved,Sat Jul 07 01:58:11 PDT 2018,Fri Jul 06 09:12:58 PDT 2018,Fri Jul 06 09:18:11 PDT 2018,Sat Jul 07 01:58:46 PDT 2018,,,,,[],"""twowithout""",3.6656833333333334
0,one_slider,four,lions,10,with,0,English,1,Male,26,,Yes,I have no idea.,1,Linux,1080,1920,Firefox,3IHWR4LC7D8EB4MXL7ZPKXZQXYK8IT,33SOUKKDKYWDGQ0PF0VSTCSNWXR1XN,Sentences of English,"In this task you will be reading short stories. At the end of each story, a puppet will make a statement and your goal is to say whether the puppet is right or wrong.",language research UCI fun cognitive science university,$0.75,Fri Jul 06 09:12:50 PDT 2018,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sun Aug 05 09:12:50 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3IHWR4LC7D8EB4MXL7ZPKXZQXYK8IT,3WYGZ5XF3XBQN3PNQAV83NASXKKSKJ,0,Approved,Sat Jul 07 01:58:11 PDT 2018,Fri Jul 06 09:12:58 PDT 2018,Fri Jul 06 09:18:11 PDT 2018,Sat Jul 07 01:58:46 PDT 2018,,,,,[],"""twowithout""",3.6656833333333334
0,one_slider,two,control3,11,with,0,English,1,Male,26,,Yes,I have no idea.,1,Linux,1080,1920,Firefox,3IHWR4LC7D8EB4MXL7ZPKXZQXYK8IT,33SOUKKDKYWDGQ0PF0VSTCSNWXR1XN,Sentences of English,"In this task you will be reading short stories. At the end of each story, a puppet will make a statement and your goal is to say whether the puppet is right or wrong.",language research UCI fun cognitive science university,$0.75,Fri Jul 06 09:12:50 PDT 2018,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sun Aug 05 09:12:50 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3IHWR4LC7D8EB4MXL7ZPKXZQXYK8IT,3WYGZ5XF3XBQN3PNQAV83NASXKKSKJ,0,Approved,Sat Jul 07 01:58:11 PDT 2018,Fri Jul 06 09:12:58 PDT 2018,Fri Jul 06 09:18:11 PDT 2018,Sat Jul 07 01:58:46 PDT 2018,,,,,[],"""twowithout""",3.6656833333333334
0,one_slider,two,dinosaurs,12,without,0,English,1,Male,26,,Yes,I have no idea.,1,Linux,1080,1920,Firefox,3IHWR4LC7D8EB4MXL7ZPKXZQXYK8IT,33SOUKKDKYWDGQ0PF0VSTCSNWXR1XN,Sentences of English,"In this task you will be reading short stories. At the end of each story, a puppet will make a statement and your goal is to say whether the puppet is right or wrong.",language research UCI fun cognitive science university,$0.75,Fri Jul 06 09:12:50 PDT 2018,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sun Aug 05 09:12:50 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3IHWR4LC7D8EB4MXL7ZPKXZQXYK8IT,3WYGZ5XF3XBQN3PNQAV83NASXKKSKJ,0,Approved,Sat Jul 07 01:58:11 PDT 2018,Fri Jul 06 09:12:58 PDT 2018,Fri Jul 06 09:18:11 PDT 2018,Sat Jul 07 01:58:46 PDT 2018,,,,,[],"""twowithout""",3.6656833333333334
1,one_slider_practice,NA,NA,NA,NA,1,English,1,Male,24,,Yes,,1,Windows,1080,1920,Chrome,3IHWR4LC7D8EB4MXL7ZPKXZQXYK8IT,33SOUKKDKYWDGQ0PF0VSTCSNWXR1XN,Sentences of English,"In this task you will be reading short stories. At the end of each story, a puppet will make a statement and your goal is to say whether the puppet is right or wrong.",language research UCI fun cognitive science university,$0.75,Fri Jul 06 09:12:50 PDT 2018,9,0,0,9,Reviewable,NotReviewed,1 cond,1800,60000,Sun Aug 05 09:12:50 PDT 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3IHWR4LC7D8EB4MXL7ZPKXZQXYK8IT,3LJ7UR74RI98TO8FXMR6XCBQDZMN4C,1,Approved,Sat Jul 07 01:59:01 PDT 2018,Fri Jul 06 09:12:58 PDT 2018,Fri Jul 06 09:19:01 PDT 2018,Sat Jul 07 01:59:46 PDT 2018,,,,,[],"""twowith""",3.8971666666666667
